DateTime,Original Tweet,Processed Tweet
2013-02-07 13:03:14+00:00,@davewDB I won’t. It’s one thing to make terms clear upfront. But to change things later and me having to find out on a plane is not cool.,"['win', '’', '’', 'one', 'thing', 'make', 'term', 'clear', 'upfront', 'change', 'thing', 'late', 'find', 'plane', 'cool']"
2013-02-07 01:33:44+00:00,@mjhall I guess they didn’t have enough people paying so now free accounts get more and more limited.,"['guess', '’', 'enough', 'people', 'pay', 'free', 'aounts', 'get', 'limited']"
2013-02-07 01:11:27+00:00,So turns out that Evernote now wants to charge for offline access. Guess what I’ll do next? Uninstall it! Bye bye. #fail #greed,"['turn', 'evernote', 'want', 'charge', 'offline', 'aess', 'guess', '’', 'next', 'uninstall', 'bye', 'bye', 'fail', 'greed']"
2013-02-02 08:12:14+00:00,That check in queue at the @LuxorLV is just absurd. #fail,"['check', 'queue', 'absurd', 'fail']"
2013-02-01 15:30:50+00:00,Trying to buy tickets for a show at @dpac but phone keeps disconnecting. Guess they don't want my money...,"['trying', 'buy', 'ticket', 'show', 'phone', 'keep', 'disconnect', 'guess', 'dont', 'want', 'money']"
2013-01-28 13:00:28+00:00,It's that time of the year again. Watching the #ibmconnect opening session on the livestream: http://www.livestream.com/ibmsoftware #socbiz,"['time', 'year', 'watching', 'ibmconnect', 'opening', 'session', 'livestream', 'socbiz']"
2013-01-26 18:59:30+00:00,@_austrian Can you guys help with seat assignments on OS 767 booked via UA in June?,"['guy', 'help', 'seat', 'assignment', 'os', 'book', 'via', 'ua', 'june']"
2013-01-23 03:14:29+00:00,@nhlcanes Are you going to start robocallling me now to apologize for these two stinkers??? #fail #utterdisappointment,"['go', 'start', 'robocallling', 'apologize', 'two', 'stinker', 'fail', 'utterdisappointment']"
2013-01-22 20:11:45+00:00,This RueLala thing is pretty amazing! High end shopping. It takes some willpower not to buy things all the time... http://www.ruelala.com/invite/wkulhanek,"['ruelala', 'thing', 'pretty', 'amaze', 'high', 'end', 'shopping', 'take', 'willpower', 'buy', 'thing', 'time']"
2013-01-17 19:14:18+00:00,Gotta say this new @AmericanAir brand is starting to grow on me every time I look at it. Nice and modern.,"['gotta', 'say', 'new', 'brand', 'start', 'grow', 'every', 'time', 'look', 'nice', 'modern']"
2013-01-11 21:22:36+00:00,5 tips on Cloud Security by cloudtech: http://lnkd.in/KwKuSm #cloud #security,"['tip', 'cloud', 'security', 'cloudtech', 'cloud', 'security']"
2013-01-11 21:22:22+00:00,Interested in IBM SmartCloud Enterprise Security? This article provides a good overview http://lnkd.in/cjVDH9 #ibmcloud #sce #security,"['interested', 'ibm', 'smartcloud', 'enterprise', 'security', 'article', 'provide', 'good', 'overview', 'ibmcloud', 'sce', 'security']"
2013-01-10 18:26:21+00:00,@HamiltonBeach Thanks. Will do!,['thanks']
2013-01-09 21:53:52+00:00,So my @HamiltonBeach crock-pot stopped working today. After using it about 10 times since we bought it in September. Not impressed. #fail,"['crockpot', 'stop', 'work', 'today', 'use', 'time', 'since', 'buy', 'september', 'impress', 'fail']"
2013-01-07 20:53:03+00:00,The top differences between IBM's SmartCloud Enterprise and Enterprise+: http://thoughtsoncloud.com/index.php/2013/01/difference-between-smartcloud-enterprise-plus #ibmcloud #cloud #sce #sceplus,"['top', 'difference', 'ibms', 'smartcloud', 'enterprise', 'enterprise', 'ibmcloud', 'cloud', 'sce', 'sceplus']"
2013-01-07 16:08:39+00:00,Interesting article predicting a widening skills gap in cloud computing: http://www.cloudcomputing-news.net/news/2013/jan/07/there-widening-skills-gap-cloud-industry #cloud #skills,"['interesting', 'article', 'predict', 'widening', 'skill', 'gap', 'cloud', 'compute', 'cloud', 'skill']"
2013-01-03 22:41:44+00:00,Sweet! Just got an e-mail from @YelpNCTriangle that I made the @Yelp Elite 2013 squad. Need to write a few more reviews…. #food,"['sweet', 'get', 'email', 'make', 'elite', 'squad', 'need', 'write', 'review', '…', 'food']"
2013-01-02 17:20:03+00:00,OMG! @AmericanAir is actually &gt;adding&lt; a flight into RDU rather than removing... http://www.aa.com/i18n/urls/newdestinations.jsp,"['omg', 'actually', 'gtaddinglt', 'flight', 'rdu', 'rather', 'remove']"
2013-01-01 13:21:34+00:00,My first article in the local online Art Magazine is now live (on food of course…) http://www.aucourantmagazine.com/table.asp #published #food #writing,"['first', 'article', 'local', 'online', 'art', 'magazine', 'live', 'food', 'course', '…', 'publish', 'food', 'writing']"
2012-12-13 21:20:46+00:00,Top 12 IBM Cloud Milestones in 2012: http://thoughtsoncloud.com/index.php/2012/12/top-12-ibm-cloud-milestones-in-2012 #ibmcloud #cloud #leadership,"['top', 'ibm', 'cloud', 'milestones', 'ibmcloud', 'cloud', 'leadership']"
2012-12-13 16:34:06+00:00,1Password 4 for iOS is out! This is a must have app for everyone with login data (which is everyone). http://blog.agilebits.com/2012/12/13/new-1password-4-ios #security #ios,"['password', 'ios', 'must', 'app', 'everyone', 'login', 'data', 'everyone', 'security', 'io']"
2012-12-10 19:13:58+00:00,"SmartCloud Cloud Services Framework, Part 1: Create a mashup service -> http://bit.ly/10IxLWT #ibmcloud #smartcloudenterprise (via @ITDoVe)","['smartcloud', 'cloud', 'services', 'framework', 'part', 'create', 'mashup', 'service', 'ibmcloud', 'smartcloudenterprise', 'via']"
2012-12-10 17:27:06+00:00,@AmericanAir well. Not as much as I’m enjoying being rebooked quickly and automatically after my flight got cancelled.,"['well', 'much', '’', 'enjoy', 'rebooked', 'quickly', 'automatically', 'flight', 'get', 'cancelled']"
2012-12-10 15:28:08+00:00,Oh good. Now @AmericanAir is playing Christmas music on the plane. It's like at the mall!,"['oh', 'good', 'play', 'christmas', 'music', 'plane', 'like', 'mall']"
2012-12-07 15:09:24+00:00,Neat article on customizing Images for SmartCloud: http://thoughtsoncloud.com/index.php/2012/12/image-personalities-how-to-reduce-the-amount-of-master-images/ #ibmcloud #smartcloud #sce,"['neat', 'article', 'customize', 'images', 'smartcloud', 'ibmcloud', 'smartcloud', 'sce']"
2012-12-05 22:03:54+00:00,"@OneMileataTime Took two calls to add the domestic portion. Lady yesterday wasn’t having any of it. Today, no problem. Persistence pays. :-)","['took', 'two', 'call', 'add', 'domestic', 'portion', 'lady', 'yesterday', '’', 'today', 'problem', 'persistence', 'pay']"
2012-12-05 21:47:35+00:00,So glad I’m reading @OneMileataTime ‘s blog! Just got a free flight to Las Vegas by adding a stopover on my holiday trip. Thanks Lucky! #win,"['glad', '’', 'reading', '‘', 'blog', 'get', 'free', 'flight', 'las', 'vegas', 'add', 'stopover', 'holiday', 'trip', 'thanks', 'lucky', 'win']"
2012-12-05 17:29:38+00:00,Join us today at 3:00PM ET for a Google+ Hangout: The future of #PaaS http://ibm.co/TFiOQ3 #ibmcloud #SmartCloud (via @ITDoVe),"['join', 'us', 'today', 'pm', 'et', 'google', 'hangout', 'future', 'paas', 'ibmcloud', 'smartcloud', 'via']"
2012-12-01 21:54:33+00:00,Walking out of an apple store after using self checkout on the iPhone still feels weird.,"['walking', 'apple', 'store', 'use', 'self', 'checkout', 'iphone', 'still', 'feel', 'weird']"
2012-11-29 14:14:36+00:00,"New article from the IBM IBV on ""The business of social business"": http://www-935.ibm.com/services/us/gbs/thoughtleadership/ibv-social-business.html #socbiz","['new', 'article', 'ibm', 'ibv', 'business', 'social', 'business', 'socbiz']"
2012-11-26 16:51:14+00:00,Adventures in creating my very own Ubuntu image in IBM SmartCloud Enterprise. Making progress. #IBMcloud,"['adventures', 'create', 'ubuntu', 'image', 'ibm', 'smartcloud', 'enterprise', 'making', 'progress', 'ibmcloud']"
2012-11-26 16:50:05+00:00,@ITDoVe any time! I can barely keep up with all the (fantastic) content you create/curate. #IBMcloud,"['time', 'barely', 'keep', 'fantastic', 'content', 'createcurate', 'ibmcloud']"
2012-11-24 20:12:24+00:00,@TommyBahama Seriously how many emails do you people need to send each day? #annoying,"['seriously', 'many', 'email', 'people', 'need', 'send', 'day', 'annoy']"
2012-11-21 16:29:49+00:00,If you're thinking about buying a Windows 8 PC on Black Friday: Don't!! http://www.zdnet.com/what-not-to-buy-on-black-friday-windows-8-pcs-and-laptops-7000007557,"['youre', 'think', 'buy', 'windows', 'pc', 'black', 'friday', 'dont']"
2012-11-15 18:25:51+00:00,Fantastic review of an apparently crappy restaurant: http://www.nytimes.com/2012/11/14/dining/reviews/restaurant-review-guys-american-kitchen-bar-in-times-square.html?_r=2&amp;pagewanted=all&amp; #win #food,"['fantastic', 'review', 'apparently', 'crappy', 'restaurant', 'win', 'food']"
2012-11-14 21:33:18+00:00,@KellyMMeade The data center “tour” was neat. Nice overview room to appreciate the size of that place.,"['data', 'center', '“', 'tour', '”', 'neat', 'nice', 'overview', 'room', 'appreciate', 'size', 'place']"
2012-11-14 19:46:35+00:00,"About to see the #ibmcloud datacenter in RTP, NC. Excited to see where the magic happens...","['see', 'ibmcloud', 'datacenter', 'p', 'nc', 'excited', 'see', 'magic', 'happen']"
2012-11-14 14:15:10+00:00,First time in a long time at the IBM RTP Briefing Center. What a fantastic location!! Presenting on the #ibmcloud Reference Architecture.,"['first', 'time', 'long', 'time', 'ibm', 'p', 'briefing', 'center', 'fantastic', 'location', 'presenting', 'ibmcloud', 'reference', 'architecture']"
2012-11-08 13:42:19+00:00,Visit http://thoughtsoncloud.com to get a collection of cloud computing conversations led by IBMers #ibmcloud (via @ITDoVe),"['visit', 'get', 'collection', 'cloud', 'compute', 'conversation', 'lead', 'ibmers', 'ibmcloud', 'via']"
2012-11-06 18:08:37+00:00,"@AmericanAir Well, that change got us on the nonstop from RDU. So it all worked out in the end.","['well', 'change', 'get', 'us', 'nonstop', 'rdu', 'work', 'end']"
2012-11-06 18:01:53+00:00,Argh. @AmericanAir is switching out the 777s from Chicago to London with 767s. :-(,"['argh', 'switch', 'chicago', 'london']"
2012-11-05 16:33:45+00:00,Sweet. Got the Review of the Day on @YelpNCTriangle in Raleigh! Guess I need to write a few more...,"['sweet', 'got', 'review', 'day', 'raleigh', 'guess', 'need', 'write']"
2012-11-05 00:08:04+00:00,If you live in Raleigh and don’t have the RGreenway app installed on your iPhone you’re seriously missing out!,"['live', 'raleigh', '’', 'rgreenway', 'app', 'instal', 'iphone', '’', 'seriously', 'miss']"
2012-10-25 14:21:16+00:00,Oh sweet! Digital Camera RAW update 4.01 is now available for Mac OS and it includes support for the Canon EOS M!! Let the processing begin!,"['oh', 'sweet', 'digital', 'camera', 'raw', 'update', 'available', 'mac', 'os', 'include', 'support', 'canon', 'eos', 'let', 'processing', 'begin']"
